#project_accession: PXD004452
#project_title: HeLa proteome of 12,250 protein-coding genes
#project_description: We developed an optimized multi-shot proteomics workflow based on high-resolution offline high pH reversed-phase peptide separation of high peptide loads collecting many fractions that were in turn analyzed by short online chromatographic separations and fast peptide sequencing using orbitrap tandem mass spectrometry.
#quantms_version: 1.1
#factor_value: organism part
#INFO=<ID=protein, Number=inf, Type=String, Description="Protein Accession">
#INFO=<ID=sample_accession, Number=1, Type=String, Description="Sample Accession in the SDRF">
#INFO=<ID=condition, Number=1, Type=String, Description="Value of the factor value">
#INFO=<ID=ibaq, Number=1, Type=Float, Description="Intensity based absolute quantification">
#INFO=<ID=ribaq, Number=1, Type=Float, Description="relative iBAQ">
protein	sample_accession	condition	ibaq	ribaq
P62805	PXD004452-Sample-1	colon	161684599273.83334	8.707674651413617
P68431	PXD004452-Sample-1	colon	155112040059.5833	8.689651506602846
P68871	PXD004452-Sample-1	colon	154281160832.57574	8.687318894704122
Q99879	PXD004452-Sample-1	colon	148533371816.64285	8.670830036773477
P69905	PXD004452-Sample-1	colon	145284077220.03125	8.661224016098469
P62736	PXD004452-Sample-1	colon	95538617432.66666	8.479184948996764
P62328	PXD004452-Sample-1	colon	60956943912.5	8.284029182250965
CONTAMINANT_P15636	PXD004452-Sample-1	colon	54266826523.5644	8.23354042196821
P07148	PXD004452-Sample-1	colon	51023171258.91666	8.206773444758362
P62937	PXD004452-Sample-1	colon	46636638975.7	8.16773324081099
P60709	PXD004452-Sample-1	colon	44160164329.60417	8.144036677635336
P56470	PXD004452-Sample-1	colon	38441767767.11539	8.083809347547495
Q02539	PXD004452-Sample-1	colon	37446662633.1875	8.072419114848142
P07355	PXD004452-Sample-1	colon	37353976604.23106	8.071342839245766
P08670	PXD004452-Sample-1	colon	33761893559.64844	8.027432793156176
Q5TEC6	PXD004452-Sample-1	colon	28638147042.333336	7.955950911443788
CONTAMINANT_P08727	PXD004452-Sample-1	colon	27224509782.64247	7.933966065193724
P16402	PXD004452-Sample-1	colon	25779946129.895832	7.910288002317731
P04406	PXD004452-Sample-1	colon	25593969645.088238	7.907143647338401
O95994	PXD004452-Sample-1	colon	24181936744.18519	7.882497077600621
CONTAMINANT_Q3SX28	PXD004452-Sample-1	colon	23121823025.895832	7.8630280695860755
P23528	PXD004452-Sample-1	colon	22091217667.05833	7.84322565163283
P01834	PXD004452-Sample-1	colon	21987072118.233334	7.8411733977202625
P17931	PXD004452-Sample-1	colon	21802629685.33333	7.837514875225649
P60660	PXD004452-Sample-1	colon	21469541257.041664	7.830828761705725
P07737	PXD004452-Sample-1	colon	19875395195.7037	7.797321769587121
P06703	PXD004452-Sample-1	colon	19727637822.85	7.794081082975335
P52565	PXD004452-Sample-1	colon	19089150741.95833	7.779792604284403
P05387	PXD004452-Sample-1	colon	18021416702.166668	7.75479492561117
P63104	PXD004452-Sample-1	colon	17218825240.970238	7.735009515076019
P63313	PXD004452-Sample-1	colon	15812812537.5	7.6980151191665955
P07108	PXD004452-Sample-1	colon	15414461396.041666	7.686934351246208
P68363	PXD004452-Sample-1	colon	15300935722.126986	7.683723987528214
P04080	PXD004452-Sample-1	colon	15147319784.25	7.679341790972687
P32119	PXD004452-Sample-1	colon	14779174296.954546	7.66865616778745
P05783	PXD004452-Sample-1	colon	14686269814.166666	7.665917499551376
P60903	PXD004452-Sample-1	colon	14060638736.3125	7.647011046747608
P12277	PXD004452-Sample-1	colon	14002149093.083334	7.64520069445904
P06576	PXD004452-Sample-1	colon	13729962968.821838	7.636675362706367
P0DOX5	PXD004452-Sample-1	colon	13653126292.21591	7.634238104300653
P06733	PXD004452-Sample-1	colon	13511905259.511364	7.629722588267827
Q16762	PXD004452-Sample-1	colon	13386657758.641026	7.6256781572269
O60844	PXD004452-Sample-1	colon	13264955118.944445	7.621711781722264
Q9P1F3	PXD004452-Sample-1	colon	13167887352.055552	7.618522099411368
P60174	PXD004452-Sample-1	colon	12346485097.359377	7.590549333342487
P42766	PXD004452-Sample-1	colon	12231077029.395834	7.586470698105332
P19012	PXD004452-Sample-1	colon	12129164183.794443	7.582836871632662
P04083	PXD004452-Sample-1	colon	11670000185.061403	7.566076859739043
P62258	PXD004452-Sample-1	colon	11664647914.59804	7.56587763140196
P62263	PXD004452-Sample-1	colon	11454877733.0	7.557996454787204
P09211	PXD004452-Sample-1	colon	11234239624.941666	7.549549679893187
P68371	PXD004452-Sample-1	colon	10864397880.385963	7.535011658943031
P50238	PXD004452-Sample-1	colon	10655313377.25	7.526572223828193
P02545	PXD004452-Sample-1	colon	10590824246.995934	7.52393575785771
P25705	PXD004452-Sample-1	colon	10040442982.4543	7.500758871029175
P17661	PXD004452-Sample-1	colon	9659269773.38172	7.483950292437711
CONTAMINANT_P00761	PXD004452-Sample-1	colon	9402962362.9375	7.472270694576251
P11021	PXD004452-Sample-1	colon	9371437624.997396	7.470812215731986
O75947	PXD004452-Sample-1	colon	9284406005.7	7.466760120639222
P06899	PXD004452-Sample-1	colon	9130032020.357143	7.459478297477899
P04075	PXD004452-Sample-1	colon	8977522258.700758	7.452162487387746
P22392	PXD004452-Sample-1	colon	8651328645.40909	7.436088807052833
P05141	PXD004452-Sample-1	colon	8551199588.964912	7.431033039993842
P02647	PXD004452-Sample-1	colon	8335121610.25463	7.41991793741669
P27797	PXD004452-Sample-1	colon	8295700005.574561	7.417859035235972
P10606	PXD004452-Sample-1	colon	8285390502.09375	7.417318978953453
P47914	PXD004452-Sample-1	colon	8252489702.9375	7.415590987917461
P11142	PXD004452-Sample-1	colon	8245196520.93687	7.415207008144572
Q13228	PXD004452-Sample-1	colon	7478313988.002688	7.372809692499747
P07237	PXD004452-Sample-1	colon	7357011978.640476	7.365707459965295
P61981	PXD004452-Sample-1	colon	7331480220.932291	7.3641976640648465
Q9H299	PXD004452-Sample-1	colon	7303978922.791667	7.362565508084232
P08708	PXD004452-Sample-1	colon	7286244783.266667	7.36150975419244
A8K7I4	PXD004452-Sample-1	colon	7238406395.424602	7.358648959432926
P30101	PXD004452-Sample-1	colon	7165599371.185185	7.354258519901725
P07900	PXD004452-Sample-1	colon	7075949776.032353	7.348790738502057
Q15084	PXD004452-Sample-1	colon	7065189886.009804	7.348129835367491
P37802	PXD004452-Sample-1	colon	7019624306.785714	7.345319865937059
P31949	PXD004452-Sample-1	colon	6789274682.2	7.330829376633016
O00299	PXD004452-Sample-1	colon	6669871081.166667	7.32312343652848
P14618	PXD004452-Sample-1	colon	6636523130.494444	7.320946609200069
P51884	PXD004452-Sample-1	colon	6540649489.833333	7.314626872936055
P84103	PXD004452-Sample-1	colon	6116947582.309524	7.285540755739789
P35579	PXD004452-Sample-1	colon	5933262049.307443	7.272299526680458
P30086	PXD004452-Sample-1	colon	5804235955.575	7.262751056003339
P07585	PXD004452-Sample-1	colon	5801978617.372807	7.262582120726259
P05091	PXD004452-Sample-1	colon	5725981380.287879	7.256855928258354
P23396	PXD004452-Sample-1	colon	5642942535.397807	7.250511624484718
P10809	PXD004452-Sample-1	colon	5566214628.305555	7.244565945138101
P54868	PXD004452-Sample-1	colon	5498258530.037879	7.239231153472581
Q01105	PXD004452-Sample-1	colon	5472862750.092593	7.237220553733251
P26447	PXD004452-Sample-1	colon	5423284966.5	7.233268421844566
P14406	PXD004452-Sample-1	colon	5350492886.875	7.22739978783543
P07910	PXD004452-Sample-1	colon	5333947578.039216	7.226054739941539
P01591	PXD004452-Sample-1	colon	5019413456.729167	7.1996589674599285
Q02817	PXD004452-Sample-1	colon	4984574891.439759	7.1966341223080335
P05023	PXD004452-Sample-1	colon	4953876848.533334	7.19395120279748
O95571	PXD004452-Sample-1	colon	4953256574.369048	7.19389682144706
P00338	PXD004452-Sample-1	colon	4941534811.078704	7.192867855944252
P27635	PXD004452-Sample-1	colon	4937232393.645833	7.192489566582967
Q01995	PXD004452-Sample-1	colon	4855926278.276042	7.185278081549969
Q16836	PXD004452-Sample-1	colon	4785492204.428572	7.17893260990677
P08238	PXD004452-Sample-1	colon	4775551825.290476	7.178029559288082
CONTAMINANT_P02787	PXD004452-Sample-1	colon	4773218502.040599	7.177817312182466
P68104	PXD004452-Sample-1	colon	4766499435.986842	7.177205542775409
P50914	PXD004452-Sample-1	colon	4648810914.166667	7.166347878846075
P14625	PXD004452-Sample-1	colon	4635574329.1875	7.1651095459764615
O75874	PXD004452-Sample-1	colon	4599524316.913333	7.1617189160487165
Q9Y2Q3	PXD004452-Sample-1	colon	4530468685.601191	7.15514912973371
P00558	PXD004452-Sample-1	colon	4411410830.653333	7.143583501916167
Q969H8	PXD004452-Sample-1	colon	4343875953.0	7.13688341152357
P09669	PXD004452-Sample-1	colon	4317889374.208333	7.134277508175364
P16422	PXD004452-Sample-1	colon	4289963071.733333	7.131459550573819
P13667	PXD004452-Sample-1	colon	4273916169.201755	7.129831996242096
P30626	PXD004452-Sample-1	colon	4243564138.5	7.126736767425903
P23284	PXD004452-Sample-1	colon	4234873283.5961537	7.125846416654453
P01876	PXD004452-Sample-1	colon	4214900744.288889	7.123793348788757
P83731	PXD004452-Sample-1	colon	4191914328.7777777	7.121418395085966
Q71UM5	PXD004452-Sample-1	colon	4176517958.479167	7.11982034996186
Q05315	PXD004452-Sample-1	colon	4149286238.928571	7.116979392517618
Q07021	PXD004452-Sample-1	colon	4077175952.25	7.109365450825035
P40926	PXD004452-Sample-1	colon	4017015845.529166	7.102909541660664
P07195	PXD004452-Sample-1	colon	4009265128.362745	7.102070773430788
O43707	PXD004452-Sample-1	colon	3922188178.807576	7.09253442322596
P22626	PXD004452-Sample-1	colon	3908865136.671053	7.091056683506531
Q96I99	PXD004452-Sample-1	colon	3825600454.461309	7.081705607170299
P07305	PXD004452-Sample-1	colon	3769271399.033334	7.075263405909004
P46781	PXD004452-Sample-1	colon	3766478481.840277	7.074941487427083
P61254	PXD004452-Sample-1	colon	3764959187.8333335	7.074766269615691
Q16718	PXD004452-Sample-1	colon	3749612720.966667	7.072992410712336
P05026	PXD004452-Sample-1	colon	3711242627.383333	7.068525344658368
O95399	PXD004452-Sample-1	colon	3685126071.428571	7.065458346854995
P21796	PXD004452-Sample-1	colon	3626152269.215687	7.058452033822563
Q01518	PXD004452-Sample-1	colon	3592364802.794643	7.0543864294222445
P35749	PXD004452-Sample-1	colon	3562261826.8494897	7.050731833825262
P31930	PXD004452-Sample-1	colon	3549066185.4791665	7.049120095258354
P30049	PXD004452-Sample-1	colon	3535967816.6666665	7.047514300345775
P46782	PXD004452-Sample-1	colon	3485658504.5	7.041290833144609
P34931	PXD004452-Sample-1	colon	3483836088.186275	7.041063710400975
P09493	PXD004452-Sample-1	colon	3475152723.59375	7.039979892223913
P12109	PXD004452-Sample-1	colon	3350992835.637755	7.024179496129181
P01859	PXD004452-Sample-1	colon	3343726144.730769	7.023236697779841
Q9ULZ3	PXD004452-Sample-1	colon	3306500536.958333	7.018374594373837
P04792	PXD004452-Sample-1	colon	3240067486.347223	7.009560052890757
P01009	PXD004452-Sample-1	colon	3231552721.2137685	7.008417242426803
P31946	PXD004452-Sample-1	colon	3219571640.738095	7.006804090105328
Q01469	PXD004452-Sample-1	colon	3198643887.0	7.0039718884945
Q99798	PXD004452-Sample-1	colon	3198550198.5	7.0039591677928845
P05388	PXD004452-Sample-1	colon	3188187867.4743586	7.0025499015644845
P24844	PXD004452-Sample-1	colon	3175869967.4907403	7.000868709214981
P49411	PXD004452-Sample-1	colon	3159424492.822581	6.998613977414322
P0DOY2	PXD004452-Sample-1	colon	3085065615.8809524	6.988270402230072
P22695	PXD004452-Sample-1	colon	3072003321.004385	6.986427677662611
P00738	PXD004452-Sample-1	colon	3054066665.125	6.983884509546712
P63220	PXD004452-Sample-1	colon	3039415498.583333	6.981796070498815
P62826	PXD004452-Sample-1	colon	3023963845.3	6.979582591215031
P12814	PXD004452-Sample-1	colon	3002781388.0896225	6.976529712155082
P10619	PXD004452-Sample-1	colon	2995694805.6851854	6.975503563191175
P09651	PXD004452-Sample-1	colon	2957249811.625	6.969894009607318
Q9UBI6	PXD004452-Sample-1	colon	2925463220.416667	6.96520063923958
P61224	PXD004452-Sample-1	colon	2921836812.30303	6.964661953273069
P52209	PXD004452-Sample-1	colon	2891031526.840909	6.96005882450584
Q99497	PXD004452-Sample-1	colon	2849252300.3402777	6.953736904380355
P12724	PXD004452-Sample-1	colon	2836969109.125	6.951860603730633
P49773	PXD004452-Sample-1	colon	2812847953.8854165	6.948152254185823
P62280	PXD004452-Sample-1	colon	2807969329.825	6.947398356688775
P13639	PXD004452-Sample-1	colon	2787311607.233333	6.944191520143999
P02042	PXD004452-Sample-1	colon	2772839484.204545	6.941930726412704
P14927	PXD004452-Sample-1	colon	2721983272.6666665	6.933891448823566
P19075	PXD004452-Sample-1	colon	2721349090.2962966	6.933790252759518
P50395	PXD004452-Sample-1	colon	2693960485.996914	6.929397218171622
P46777	PXD004452-Sample-1	colon	2670951313.75	6.925671968556091
P47755	PXD004452-Sample-1	colon	2659372598.519231	6.923785186392635
P12111	PXD004452-Sample-1	colon	2655001736.163066	6.923070806218822
P62910	PXD004452-Sample-1	colon	2636647542.7604165	6.920058075608565
P38919	PXD004452-Sample-1	colon	2582136149.409091	6.910985134573725
Q13510	PXD004452-Sample-1	colon	2561339204.8492064	6.907473093837854
P39023	PXD004452-Sample-1	colon	2549919875.3875	6.905532530878374
P62269	PXD004452-Sample-1	colon	2541375820.861111	6.90407489045101
P62424	PXD004452-Sample-1	colon	2537068539.0303035	6.903338196673504
P35232	PXD004452-Sample-1	colon	2531984642.647059	6.902467064015406
P20674	PXD004452-Sample-1	colon	2507474958.425	6.898242601321815
P38646	PXD004452-Sample-1	colon	2497952171.4682016	6.8965901154459655
P19652	PXD004452-Sample-1	colon	2477477369.9	6.893015692992277
Q9Y6R7	PXD004452-Sample-1	colon	2467700506.9350715	6.891298447111964
P10153	PXD004452-Sample-1	colon	2467560564.375	6.891273817702999
P10645	PXD004452-Sample-1	colon	2436680431.025	6.88580457230124
P18669	PXD004452-Sample-1	colon	2434140527.666667	6.885351644089579
Q14764	PXD004452-Sample-1	colon	2428199071.8856587	6.884290285584443
P00403	PXD004452-Sample-1	colon	2412550571.6666665	6.881482422559544
P14314	PXD004452-Sample-1	colon	2398558793.377451	6.878956365148088
Q9NR45	PXD004452-Sample-1	colon	2387570754.5666666	6.876962247371395
O75964	PXD004452-Sample-1	colon	2385931891.833333	6.876664039065096
P30050	PXD004452-Sample-1	colon	2378309313.055556	6.875274333303588
P12532	PXD004452-Sample-1	colon	2375575495.311404	6.874774833572502
P50502	PXD004452-Sample-1	colon	2371249522.551282	6.873983253258654
Q06323	PXD004452-Sample-1	colon	2343182499.0111117	6.868812111791561
P26373	PXD004452-Sample-1	colon	2326888289.0227275	6.865781530662577
P62906	PXD004452-Sample-1	colon	2325925918.962121	6.86560187508462
P07327	PXD004452-Sample-1	colon	2307765203.720588	6.862197617618071
P61020	PXD004452-Sample-1	colon	2273528549.0	6.8557064088755535
O00151	PXD004452-Sample-1	colon	2264285401.09375	6.853937163275356
P61978	PXD004452-Sample-1	colon	2257462095.701389	6.852626463758596
P60842	PXD004452-Sample-1	colon	2253457100.431818	6.851855291530931
P62917	PXD004452-Sample-1	colon	2252135892.454545	6.851600588830831
P09525	PXD004452-Sample-1	colon	2234649384.443182	6.848215388996541
P09327	PXD004452-Sample-1	colon	2223808152.47561	6.846103314826852
Q01130	PXD004452-Sample-1	colon	2193217953.925926	6.840087789215577
P09382	PXD004452-Sample-1	colon	2184814473.370371	6.838420560944984
P02679	PXD004452-Sample-1	colon	2173398157.580247	6.836145291373949
P18859	PXD004452-Sample-1	colon	2168127563.25	6.835090827434008
P63167	PXD004452-Sample-1	colon	2159665709.85	6.833392529622893
Q15063	PXD004452-Sample-1	colon	2157278230.984649	6.832912157852119
P31947	PXD004452-Sample-1	colon	2146119952.807292	6.830659989080795
P56385	PXD004452-Sample-1	colon	2127581709.3125	6.826892244868654
Q9NQR4	PXD004452-Sample-1	colon	2127111276.0740745	6.8267962066534
P61019	PXD004452-Sample-1	colon	2112777935.7261903	6.82385984958223
P00367	PXD004452-Sample-1	colon	2110361601.032258	6.823362872899652
P00326	PXD004452-Sample-1	colon	2092915249.4210527	6.819757639166399
P48047	PXD004452-Sample-1	colon	2083336130.3541667	6.81776534250145
O60575	PXD004452-Sample-1	colon	2063646857.4444444	6.8136413772691125
P63244	PXD004452-Sample-1	colon	2061841443.0333333	6.813261261506207
Q02878	PXD004452-Sample-1	colon	2049159491.3072915	6.810581758770114
P26583	PXD004452-Sample-1	colon	2042964634.6944444	6.809266845529201
P62249	PXD004452-Sample-1	colon	2024244607.159091	6.805268987741605
P35268	PXD004452-Sample-1	colon	1997389855.4166667	6.799468836605658
P21810	PXD004452-Sample-1	colon	1991338010.990196	6.798150980514914
P06753	PXD004452-Sample-1	colon	1990893664.2916665	6.798054061332024
P30043	PXD004452-Sample-1	colon	1974423969.3166668	6.794446411484984
P13073	PXD004452-Sample-1	colon	1963597107.0530305	6.792058380393495
Q9Y6N5	PXD004452-Sample-1	colon	1933357921.2298849	6.785318258918871
P18124	PXD004452-Sample-1	colon	1932085956.1527777	6.785032440548912
Q07507	PXD004452-Sample-1	colon	1924433665.0	6.783308942416058
P30740	PXD004452-Sample-1	colon	1916638577.9122808	6.78154622214339
Q00610	PXD004452-Sample-1	colon	1910923687.9895835	6.780249340823095
P62273	PXD004452-Sample-1	colon	1909400662.5	6.779903065721673
Q96CX2	PXD004452-Sample-1	colon	1876112730.5364585	6.7722649272138105
O75795	PXD004452-Sample-1	colon	1869995487.5217392	6.770846555350259
P62857	PXD004452-Sample-1	colon	1860973351.6666667	6.768746151072875
O95168	PXD004452-Sample-1	colon	1833924284.0833333	6.76238739810601
P27348	PXD004452-Sample-1	colon	1825638477.654762	6.760420777286303
Q04837	PXD004452-Sample-1	colon	1818224347.3148148	6.758653465785914
P30046	PXD004452-Sample-1	colon	1806396785.7142856	6.755819148608687
P02790	PXD004452-Sample-1	colon	1800817735.7765152	6.754475756071441
P62879	PXD004452-Sample-1	colon	1795080849.5192308	6.753090010561877
P16219	PXD004452-Sample-1	colon	1782427036.3903508	6.75001775785984
Q92820	PXD004452-Sample-1	colon	1777581603.0357144	6.748835543724463
P14550	PXD004452-Sample-1	colon	1767958292.8	6.746478012336419
P24534	PXD004452-Sample-1	colon	1746426469.2575758	6.741156301828767
P51149	PXD004452-Sample-1	colon	1731055029.767857	6.737316871004809
P21291	PXD004452-Sample-1	colon	1724260561.5681818	6.735608891648459
Q7Z406	PXD004452-Sample-1	colon	1716203800.9673202	6.733574856298394
P12110	PXD004452-Sample-1	colon	1697880143.91	6.728913026250714
P61513	PXD004452-Sample-1	colon	1689479447.0833333	6.726758909654749
Q14165	PXD004452-Sample-1	colon	1661527114.2760415	6.719513429682555
P39656	PXD004452-Sample-1	colon	1642801963.5375	6.714591210073394
P37837	PXD004452-Sample-1	colon	1633215126.5833333	6.712049390443911
P52597	PXD004452-Sample-1	colon	1633134160.261111	6.712027859845754
Q9BR76	PXD004452-Sample-1	colon	1632326271.881579	6.711812967349168
P19338	PXD004452-Sample-1	colon	1615804083.3161764	6.707394698113563
P0DOX2	PXD004452-Sample-1	colon	1615256429.8174603	6.707247475309287
Q9UBQ0	PXD004452-Sample-1	colon	1614388246.5	6.707013983844483
P02652	PXD004452-Sample-1	colon	1607634420.766667	6.705193293025982
P78417	PXD004452-Sample-1	colon	1605927981.0666666	6.704732061954418
P45880	PXD004452-Sample-1	colon	1605495935.3333333	6.704615207198438
P26641	PXD004452-Sample-1	colon	1596120974.8533337	6.702071801565863
P35221	PXD004452-Sample-1	colon	1587003855.9608843	6.69958397877294
O75367	PXD004452-Sample-1	colon	1585977532.8125	6.699303027553298
P63000	PXD004452-Sample-1	colon	1581273287.595238	6.698012931278917
Q6NZI2	PXD004452-Sample-1	colon	1555486866.3653846	6.690872345334583
P25398	PXD004452-Sample-1	colon	1554833831.9642856	6.690689978775913
P26038	PXD004452-Sample-1	colon	1546230637.2573528	6.6882802710057465
P02671	PXD004452-Sample-1	colon	1541365443.8952382	6.686911615052212
P06748	PXD004452-Sample-1	colon	1539257761.7222223	6.686317349009872
P16152	PXD004452-Sample-1	colon	1530532211.8970587	6.683848471087593
Q12864	PXD004452-Sample-1	colon	1498475698.4166667	6.674655700959138
P15311	PXD004452-Sample-1	colon	1494495641.9166667	6.673500649742171
P21333	PXD004452-Sample-1	colon	1487368291.0807493	6.671424515416099
Q06210	PXD004452-Sample-1	colon	1485340476.5426357	6.670832012840391
P30044	PXD004452-Sample-1	colon	1484382184.8076923	6.670551730218447
P30085	PXD004452-Sample-1	colon	1484179711.35	6.670492487319953
P67936	PXD004452-Sample-1	colon	1464425124.266667	6.664673168010973
P01034	PXD004452-Sample-1	colon	1453839946.0714283	6.661522594276012
P30041	PXD004452-Sample-1	colon	1453490512.6333334	6.661418198152597
P36957	PXD004452-Sample-1	colon	1437803366.9603174	6.656705493087749
Q96BQ1	PXD004452-Sample-1	colon	1412830154.9940474	6.649095952581343
P12956	PXD004452-Sample-1	colon	1409246101.4141414	6.647992838853698
P08133	PXD004452-Sample-1	colon	1408567385.5135658	6.647783625165519
O15145	PXD004452-Sample-1	colon	1400717753.0	6.645356629834307
Q15233	PXD004452-Sample-1	colon	1396394249.2149124	6.644014048392989
P62277	PXD004452-Sample-1	colon	1367652264.601852	6.634981685739135
P46779	PXD004452-Sample-1	colon	1366315096.2777777	6.634556863644229
P08865	PXD004452-Sample-1	colon	1364367757.75641	6.633937444573762
P50995	PXD004452-Sample-1	colon	1360906579.5570176	6.632834310565936
P62081	PXD004452-Sample-1	colon	1357150189.8181818	6.631633908578413
Q96IU4	PXD004452-Sample-1	colon	1357031332.7166667	6.63159587207796
Q99623	PXD004452-Sample-1	colon	1353795170.75	6.630558957358022
P11766	PXD004452-Sample-1	colon	1353230477.0	6.630377767066491
Q9NYL9	PXD004452-Sample-1	colon	1352864119.5614035	6.630260175452984
Q99536	PXD004452-Sample-1	colon	1351622634.828125	6.62986145284432
Q02543	PXD004452-Sample-1	colon	1340600950.9907408	6.626305519942779
O43390	PXD004452-Sample-1	colon	1331042092.2571428	6.623197786425583
Q15019	PXD004452-Sample-1	colon	1330757135.15	6.623104800224062
P47756	PXD004452-Sample-1	colon	1329835990.390625	6.622804079232059
P42765	PXD004452-Sample-1	colon	1329003607.516667	6.622532156622597
Q8NBS9	PXD004452-Sample-1	colon	1328173700.1413045	6.622260873103585
Q8TD06	PXD004452-Sample-1	colon	1310576577.233333	6.616468398738102
Q14847	PXD004452-Sample-1	colon	1307258364.6666665	6.615367426208325
P51858	PXD004452-Sample-1	colon	1295018541.7708333	6.611281983394697
O60218	PXD004452-Sample-1	colon	1291592946.5916667	6.610131661469646
Q9UHA4	PXD004452-Sample-1	colon	1288157298.6111112	6.608974895348876
P51991	PXD004452-Sample-1	colon	1282176011.6008773	6.606953644157999
Q13185	PXD004452-Sample-1	colon	1280136078.8958333	6.606262134557966
P40121	PXD004452-Sample-1	colon	1271974167.845238	6.603484288247865
P62701	PXD004452-Sample-1	colon	1271325227.3638887	6.603262661744291
Q8WVV4	PXD004452-Sample-1	colon	1266197017.2129629	6.601507282923526
P01833	PXD004452-Sample-1	colon	1264464929.4416666	6.60091278528254
P17096	PXD004452-Sample-1	colon	1261313849.625	6.599829161255174
O14579	PXD004452-Sample-1	colon	1259383658.2307692	6.599164050401722
Q99795	PXD004452-Sample-1	colon	1248488170.9888887	6.595390428717449
P52566	PXD004452-Sample-1	colon	1243582162.9097223	6.593680481000101
O75390	PXD004452-Sample-1	colon	1242317347.1710527	6.593238546367505
P61158	PXD004452-Sample-1	colon	1233120142.4246032	6.590011388609362
P42126	PXD004452-Sample-1	colon	1218110519.8214283	6.584692690662715
Q13011	PXD004452-Sample-1	colon	1216690083.75	6.584185965293257
P24752	PXD004452-Sample-1	colon	1215502101.0347223	6.583761710678758
Q15181	PXD004452-Sample-1	colon	1189222835.1805556	6.574269236641381
Q93052	PXD004452-Sample-1	colon	1188172115.0208333	6.573885352594631
P52907	PXD004452-Sample-1	colon	1184295585.8076923	6.57246610735568
Q14651	PXD004452-Sample-1	colon	1177678170.080808	6.570032621677163
O60493	PXD004452-Sample-1	colon	1175367129.5185184	6.569179537814692
Q13813	PXD004452-Sample-1	colon	1174814134.645105	6.568975159854457
Q93077	PXD004452-Sample-1	colon	1170456733.1333334	6.567361361094141
Q15365	PXD004452-Sample-1	colon	1165681317.1323528	6.565585832711757
P07919	PXD004452-Sample-1	colon	1165056253.3888888	6.565352892079945
P28070	PXD004452-Sample-1	colon	1164338160.659091	6.565085128305769
P61916	PXD004452-Sample-1	colon	1156234900.625	6.562052071100317
Q16555	PXD004452-Sample-1	colon	1148766208.1833334	6.5592376487960005
P09622	PXD004452-Sample-1	colon	1148517225.608333	6.559143509990797
P62913	PXD004452-Sample-1	colon	1136349401.6666667	6.554517884418139
P52815	PXD004452-Sample-1	colon	1122634777.5	6.549244488674303
P40429	PXD004452-Sample-1	colon	1117521680.3703704	6.54726195418013
P55072	PXD004452-Sample-1	colon	1117015261.8194444	6.54706510374386
P00390	PXD004452-Sample-1	colon	1113661349.6022727	6.545759144234668
P55795	PXD004452-Sample-1	colon	1107290393.7453704	6.543267529033507
P23526	PXD004452-Sample-1	colon	1102367938.6969695	6.541332570519846
Q9BRA2	PXD004452-Sample-1	colon	1099745121.6354167	6.540298040970914
Q6UWP2	PXD004452-Sample-1	colon	1097399075.7555554	6.539370586898174
Q16851	PXD004452-Sample-1	colon	1055601093.8154762	6.522505828371541
O00264	PXD004452-Sample-1	colon	1053453607.8333334	6.5216214116386855
P52272	PXD004452-Sample-1	colon	1052477495.1576087	6.521218815011912
P39687	PXD004452-Sample-1	colon	1047333678.3333334	6.51909106585104
Q13642	PXD004452-Sample-1	colon	1047244192.824074	6.519053957597926
P61353	PXD004452-Sample-1	colon	1046196950.3666666	6.51861944654431
P26885	PXD004452-Sample-1	colon	1041944026.1071428	6.516850385822266
Q7L3T8	PXD004452-Sample-1	colon	1036983564.7916666	6.514777870093653
P22314	PXD004452-Sample-1	colon	1035350661.6289308	6.514093462172592
P13804	PXD004452-Sample-1	colon	1031698094.425	6.512558625195148
P20810	PXD004452-Sample-1	colon	1029813564.2357144	6.511764604664892
P61923	PXD004452-Sample-1	colon	1022358970.1	6.508609408614046
P27824	PXD004452-Sample-1	colon	1018362697.1742424	6.506908479451407
P07858	PXD004452-Sample-1	colon	997734819.296875	6.498021125449412
Q14103	PXD004452-Sample-1	colon	987655589.0256412	6.493611522505296
P11678	PXD004452-Sample-1	colon	981371703.3916668	6.490839528301569
Q15056	PXD004452-Sample-1	colon	980817838.8035716	6.490594352863063
Q9BXN1	PXD004452-Sample-1	colon	978902848.0138888	6.48974558884974
P18206	PXD004452-Sample-1	colon	978302352.4876124	6.489479094665496
Q00839	PXD004452-Sample-1	colon	975409959.5883838	6.488193182522142
P46778	PXD004452-Sample-1	colon	974026447.3321428	6.487576746061557
Q9GZT3	PXD004452-Sample-1	colon	972204357.8611112	6.48676356025452
Q9UBR2	PXD004452-Sample-1	colon	971160278.5486112	6.486296907811412
P30837	PXD004452-Sample-1	colon	969926896.9484124	6.485744999682918
P09497	PXD004452-Sample-1	colon	950220156.25	6.47683023532442
Q5SSJ5	PXD004452-Sample-1	colon	942980391.846154	6.473508659001541
P61604	PXD004452-Sample-1	colon	937912727.34375	6.4711684260211815
P07954	PXD004452-Sample-1	colon	937409874.53	6.470935520805581
P30153	PXD004452-Sample-1	colon	921621310.1484376	6.463558504957087
P22307	PXD004452-Sample-1	colon	916765782.5633332	6.461264392091811
P35270	PXD004452-Sample-1	colon	914271315.2179488	6.460081091027186
