#project_accession: PXD005736
#project_title: Proteomic Analysis of Human Cardiac Organoids
#project_description: The mammalian heart undergoes major transitions during postnatal life to acquire the physiological properties of an adult organ. Postnatal life imposes numerous adaptations including electrophysiological, structural and metabolic maturation of cardiomyocytes1, which occur coincident with loss of proliferative capacity and regenerative potential2,3. The discovery of key upstream drivers of cardiomyocyte maturation and cell cycle arrest remains one of the most important unanswered questions in cardiac biology. Discovery of these drivers would facilitate current attempts to promote cardiomyocyte maturation in vitro for drug discovery and to de-differentiate adult cardiomyocytes in vivo for regenerative medicine.   A recent study has suggested that the shift from a low oxygen environment in utero towards a high oxygen environment after birth acts as a key trigger for cardiomyocyte cell cycle exit4. Moreover, it was recently demonstrated that proliferative adult cardiomyocytes reside in a hypoxic niche5 and that exposure of adult mice to gradual hypoxemia is sufficient to drive cell cycle re-entry and regeneration following infarction6. However, it is currently unclear whether postnatal changes in oxygen tension or the associated shifts in cardiomyocyte metabolism are sufficient to promote maturation and cell cycle arrest as human pluripotent stem cell (hPSC)-derived cardiomyocytes fail to mature when cultured at 21% oxygen7,8.   There are considerable changes in metabolic substrate provision during early postnatal life. The mammalian heart relies on high concentrations of carbohydrates and the presence of insulin in utero but later switches to fatty acid dominated substrates present in milk and low insulin levels post-birth9. In order to adapt to these changes in substrates, cardiomyocytes upregulate the genes required for fatty acid oxidation after birth10. The importance of these metabolic adaptations for cardiomyocyte maturation has been difficult to study because genetic disruption of fatty acid oxidation components in vivo can have a broad range of negative health impacts11. Therefore, there is a need to develop alternative approaches for studying the impact of cardiomyocyte metabolism on the maturation process.   hPSCs are now widely used for the generation of defined human somatic cell types, including cardiomyocytes. These cardiomyocytes have now been used extensively for developmental studies, drug screening, disease modeling, and heart repair. However, lack of maturity and inappropriate responses to pharmacological agents have been identified as limitations in 2D or embryoid body based differentiation strategies12. To improve maturity of hPSC-derived cardiomyocytes, long-term culture can be used13, although long-term cultures may not be amenable to high-throughput screening applications and adult-like maturity is still not achieved14. In an effort to better simulate heart muscle structure and function, cardiac tissue engineering to form 3D engineered heart tissue has been used15-19. However, despite these recent advances in human cardiac tissue engineering, cardiac tissues derived from hPSC still lack many features of fully mature adult heart tissue20. Moreover, engineered heart tissue fabrication, culture, mechanical loading and pacing protocols, and analysis methods using organ baths are costly, labor intensive, and the multiple handling steps induce variability.  In order to facilitate higher-throughput experiments, platforms for engineered heart tissue production have been miniaturized, however, screening experiments using semi-automated force of contraction analyses have only been published in 24-well plate formats21. Therefore, we developed a novel 96-well device, the heart dynamometer (Heart-Dyno), for high-throughput functional screening of human cardiac organoids (hCOs) to facilitate screening on a larger scale. The Heart-Dyno is designed to facilitate automated formation of dense muscle bundles from minimal cells and reagents while also facilitating culture and automated force of contraction analysis without any tissue handling.    Using the Heart-Dyno, we define serum-free 3D culture conditions that promote structural, electrophysiological, metabolic and proliferative maturation of hPSC-derived cardiac organoids. Furthermore, we uncover a metabolic mechanism governing cardiomyocyte cell cycle arrest through repression of a β-catenin and YAP1 dependent signalling.
#quantms_version: 1.1
#factor_value: organism part
#INFO=<ID=protein, Number=inf, Type=String, Description="Protein Accession">
#INFO=<ID=sample_accession, Number=1, Type=String, Description="Sample Accession in the SDRF">
#INFO=<ID=condition, Number=1, Type=String, Description="Value of the factor value">
#INFO=<ID=ibaq, Number=1, Type=Float, Description="Intensity based absolute quantification">
#INFO=<ID=ribaq, Number=1, Type=Float, Description="relative iBAQ">
protein	sample_accession	condition	ibaq	ribaq
P63261	PXD005736-Sample-1	heart	161880474387.725	8.63738511649957
P84243	PXD005736-Sample-1	heart	136183629418.6125	8.562315552429036
P68032	PXD005736-Sample-1	heart	87058740399.24251	8.368003027406424
P12883	PXD005736-Sample-1	heart	77756524482.24901	8.318927488585834
P04406	PXD005736-Sample-1	heart	72713800605.74706	8.289807493032239
P10916	PXD005736-Sample-1	heart	63028299821.0	8.227726240340912
P12829	PXD005736-Sample-1	heart	51993430289.57692	8.144139119235742
P62805	PXD005736-Sample-1	heart	51700823123.41666	8.141688105592426
P08590	PXD005736-Sample-1	heart	43900910589.55384	8.070664176526947
P04792	PXD005736-Sample-1	heart	41873713791.291664	8.050132128383733
P45379	PXD005736-Sample-1	heart	40869788981.4125	8.039593043457634
P09493	PXD005736-Sample-1	heart	40535500440.075	8.036026187152185
P06576	PXD005736-Sample-1	heart	37730440885.79311	8.004882528112283
P00558	PXD005736-Sample-1	heart	34698294171.46	7.968498772729236
P10412	PXD005736-Sample-1	heart	32356064223.9	7.938146336867149
P68104	PXD005736-Sample-1	heart	32050726329.96316	7.934028523985424
P16401	PXD005736-Sample-1	heart	29849292198.8	7.903124685467896
P52943	PXD005736-Sample-1	heart	26206134843.08333	7.84659361942948
CONTAMINANT_P15636	PXD005736-Sample-1	heart	25373066254.545456	7.832563601589529
P02144	PXD005736-Sample-1	heart	24417322921.5	7.815888694912447
P25705	PXD005736-Sample-1	heart	24253132213.43548	7.812958482371675
Q71U36	PXD005736-Sample-1	heart	23313453932.04762	7.795797267917774
CONTAMINANT_P00761	PXD005736-Sample-1	heart	23186511685.416668	7.793426063833845
CONTAMINANT_P12763	PXD005736-Sample-1	heart	23173837535.07143	7.793188606015368
P19237	PXD005736-Sample-1	heart	22448299824.9375	7.779374102351722
P05413	PXD005736-Sample-1	heart	21897008849.6	7.768575441975042
P02452	PXD005736-Sample-1	heart	21433532764.312145	7.75928440725679
P06733	PXD005736-Sample-1	heart	21411091755.56818	7.758829460702056
P14618	PXD005736-Sample-1	heart	20898495636.43333	7.74830567293845
P60174	PXD005736-Sample-1	heart	20378493770.125	7.737362729057082
P48735	PXD005736-Sample-1	heart	20011380529.08696	7.729467698515736
P61604	PXD005736-Sample-1	heart	19878215783.625	7.726568048766238
P12235	PXD005736-Sample-1	heart	19683224446.875	7.722286892830838
P35609	PXD005736-Sample-1	heart	18517892879.49091	7.695782215590256
P00338	PXD005736-Sample-1	heart	17781392617.166668	7.678156419471096
P18669	PXD005736-Sample-1	heart	17262814807.73077	7.66530225961581
P07195	PXD005736-Sample-1	heart	17241074740.558823	7.664754982622869
P40926	PXD005736-Sample-1	heart	17017110587.1	7.659076469251616
P04075	PXD005736-Sample-1	heart	16572573493.34091	7.6475806017183
P07305	PXD005736-Sample-1	heart	15029134551.0	7.605124620652757
P08670	PXD005736-Sample-1	heart	14059322767.90625	7.576155049478103
Q13885	PXD005736-Sample-1	heart	13824853155.868422	7.568851175120155
P07737	PXD005736-Sample-1	heart	13739242948.577778	7.566153451238231
P09429	PXD005736-Sample-1	heart	13692969252.8125	7.564688281047685
P22626	PXD005736-Sample-1	heart	13243827599.605265	7.550204166811756
P62937	PXD005736-Sample-1	heart	13121960146.4	7.546189362484155
Q02539	PXD005736-Sample-1	heart	12986309003.125	7.541676380579215
P07900	PXD005736-Sample-1	heart	12612973984.845589	7.529008148055513
P30049	PXD005736-Sample-1	heart	12562054129.166666	7.527251308508216
Q9BUF5	PXD005736-Sample-1	heart	12464244802.710526	7.523856618214353
P32119	PXD005736-Sample-1	heart	12249272129.545454	7.516300931112227
P50454	PXD005736-Sample-1	heart	12230509241.347826	7.5156351882053745
P02511	PXD005736-Sample-1	heart	12173631245.7	7.513610790387165
P10809	PXD005736-Sample-1	heart	11958912351.333334	7.505882330974954
P11142	PXD005736-Sample-1	heart	11852898130.757576	7.502015199977455
P11021	PXD005736-Sample-1	heart	11130701550.34375	7.474713186171293
P06744	PXD005736-Sample-1	heart	10706584859.291666	7.4578416116083
P15121	PXD005736-Sample-1	heart	10342311381.794115	7.442808257267734
P23528	PXD005736-Sample-1	heart	10025783681.7	7.429308978040382
O75112	PXD005736-Sample-1	heart	9474024133.703705	7.404725134781868
P06753	PXD005736-Sample-1	heart	9463749501.75	7.40425388441371
P07355	PXD005736-Sample-1	heart	9337961798.431818	7.398442740987513
P45880	PXD005736-Sample-1	heart	9267918206.033333	7.39517284035729
Q14896	PXD005736-Sample-1	heart	9186145526.766666	7.391323969308715
P61981	PXD005736-Sample-1	heart	9120490737.965626	7.388208854732298
P61978	PXD005736-Sample-1	heart	8914567031.604166	7.378290903017554
P07910	PXD005736-Sample-1	heart	8436659338.911765	7.35436116131368
Q01813	PXD005736-Sample-1	heart	8287423722.796875	7.346610192283901
P00403	PXD005736-Sample-1	heart	8203873894.358334	7.342209624087165
P68371	PXD005736-Sample-1	heart	8186293030.684211	7.34127793436808
P13073	PXD005736-Sample-1	heart	8152167898.909091	7.339463763738558
P09211	PXD005736-Sample-1	heart	8107477152.45	7.33707638155475
P02545	PXD005736-Sample-1	heart	8059743588.5	7.334511873530196
P08133	PXD005736-Sample-1	heart	7756710904.77907	7.317868253530849
P40925	PXD005736-Sample-1	heart	7720639428.9	7.315843918492311
Q16082	PXD005736-Sample-1	heart	7632186187.375	7.310839604536393
P50238	PXD005736-Sample-1	heart	7547666299.375	7.306003338791695
P09651	PXD005736-Sample-1	heart	7521220626.416667	7.304478976483585
P21796	PXD005736-Sample-1	heart	7475721401.529411	7.301843756197954
P48047	PXD005736-Sample-1	heart	7436030874.25	7.2995318323717795
P05387	PXD005736-Sample-1	heart	7422906115.2	7.298764615723892
P17661	PXD005736-Sample-1	heart	7402014852.714516	7.297540600291647
P62263	PXD005736-Sample-1	heart	7394534845.0	7.2971015078791455
CONTAMINANT_P34955	PXD005736-Sample-1	heart	7254885183.8	7.288821191746758
CONTAMINANT_P01966	PXD005736-Sample-1	heart	7241418691.111111	7.288014306736871
P01859	PXD005736-Sample-1	heart	7190985249.346154	7.284979045985153
O75367	PXD005736-Sample-1	heart	7180678392.4375	7.284356124107745
P07954	PXD005736-Sample-1	heart	7148976777.61	7.282434534413502
P30041	PXD005736-Sample-1	heart	7021927267.033334	7.27464697482629
P06748	PXD005736-Sample-1	heart	6892706515.333333	7.266580435142065
P23284	PXD005736-Sample-1	heart	6880781684.461538	7.265828426723555
P62277	PXD005736-Sample-1	heart	6862279226.277778	7.264659033617027
P30044	PXD005736-Sample-1	heart	6718034202.307693	7.25543285864217
P61353	PXD005736-Sample-1	heart	6546751735.0	7.244216520066161
P62258	PXD005736-Sample-1	heart	6543315702.529411	7.243988522772332
P27797	PXD005736-Sample-1	heart	6536599732.473684	7.243542539920739
P39687	PXD005736-Sample-1	heart	6457825456.666667	7.238276950732263
P22695	PXD005736-Sample-1	heart	6354664582.789474	7.231283280287373
P36542	PXD005736-Sample-1	heart	6341443089.0	7.230378747336107
Q9UBY9	PXD005736-Sample-1	heart	6331542980.5	7.229700207433538
P07437	PXD005736-Sample-1	heart	6162922336.657895	7.217977342999565
P30101	PXD005736-Sample-1	heart	5916764555.592592	7.200274935929882
P50461	PXD005736-Sample-1	heart	5910227670.2	7.199794858917955
Q99798	PXD005736-Sample-1	heart	5886484159.780556	7.198046627778768
O14880	PXD005736-Sample-1	heart	5682754720.714286	7.182749559499779
Q01449	PXD005736-Sample-1	heart	5675045362.15	7.182159985396828
P22392	PXD005736-Sample-1	heart	5602810096.877273	7.176596550711603
P17174	PXD005736-Sample-1	heart	5587426531.590909	7.175402473777136
P00846	PXD005736-Sample-1	heart	5554930149.75	7.172869250378652
P08238	PXD005736-Sample-1	heart	5501157708.9	7.168644743703762
P62851	PXD005736-Sample-1	heart	5492535085.0	7.167963487856909
P30086	PXD005736-Sample-1	heart	5443631792.725	7.164079389930601
P35268	PXD005736-Sample-1	heart	5386857050.0	7.159526098995139
P14625	PXD005736-Sample-1	heart	5379193232.8375	7.158907793492427
P21980	PXD005736-Sample-1	heart	5355380624.78125	7.156980991109913
P55084	PXD005736-Sample-1	heart	5302531233.903846	7.152673883440277
P02751	PXD005736-Sample-1	heart	5286464223.309279	7.151355945506486
P11177	PXD005736-Sample-1	heart	5232129776.941667	7.14686915570955
P27824	PXD005736-Sample-1	heart	5231517579.022727	7.146818337066817
O75390	PXD005736-Sample-1	heart	5193929030.157895	7.143686659220631
P62249	PXD005736-Sample-1	heart	5128772265.0	7.138204063422309
P13929	PXD005736-Sample-1	heart	5109636238.447369	7.13658063134068
Q14103	PXD005736-Sample-1	heart	5106600165.0	7.13632250301796
P62701	PXD005736-Sample-1	heart	5015077918.8	7.128468333088158
P18124	PXD005736-Sample-1	heart	4951503389.041667	7.12292772872391
P23396	PXD005736-Sample-1	heart	4935231640.236842	7.121498189634107
O94875	PXD005736-Sample-1	heart	4822993968.721154	7.111507366911985
Q14315	PXD005736-Sample-1	heart	4786658447.948958	7.10822308758761
P04179	PXD005736-Sample-1	heart	4765979224.0	7.106342792911252
P08123	PXD005736-Sample-1	heart	4750090647.338235	7.104892545556
P18621	PXD005736-Sample-1	heart	4747778981.666667	7.104681141587699
P16949	PXD005736-Sample-1	heart	4714563491.666667	7.101632136901657
P39060	PXD005736-Sample-1	heart	4701545902.711538	7.100431328708835
P60866	PXD005736-Sample-1	heart	4695522167.0	7.099874543226623
Q07020	PXD005736-Sample-1	heart	4684361727.857142	7.0988410721353095
P62424	PXD005736-Sample-1	heart	4642649994.909091	7.094956591927051
Q14195	PXD005736-Sample-1	heart	4601562566.206897	7.091095979474084
P11047	PXD005736-Sample-1	heart	4589138899.742647	7.089921850797011
P49411	PXD005736-Sample-1	heart	4584306049.096774	7.089464251591205
P46783	PXD005736-Sample-1	heart	4457652309.9	7.077296839242463
P62899	PXD005736-Sample-1	heart	4435167484.714286	7.075100672775719
P00387	PXD005736-Sample-1	heart	4400648458.642858	7.071707324858826
P17096	PXD005736-Sample-1	heart	4364918625.0	7.068166799668994
P26373	PXD005736-Sample-1	heart	4348056149.818182	7.066485791917889
P40939	PXD005736-Sample-1	heart	4331325680.87125	7.064811488497579
P62750	PXD005736-Sample-1	heart	4269114699.75	7.058528471383838
P46781	PXD005736-Sample-1	heart	4260221885.6666665	7.057622867191592
P51858	PXD005736-Sample-1	heart	4258783454.6875	7.057476206256935
P35232	PXD005736-Sample-1	heart	4226190148.058824	7.0541396813597945
P51991	PXD005736-Sample-1	heart	4203464333.4105263	7.051798014846288
Q96HC4	PXD005736-Sample-1	heart	4198006859.305	7.05123379194576
P30048	PXD005736-Sample-1	heart	4181178387.076923	7.049489344904903
Q9P0M6	PXD005736-Sample-1	heart	4166766197.3157897	7.047989780397556
P11216	PXD005736-Sample-1	heart	4148980741.989796	7.04613206708805
P56134	PXD005736-Sample-1	heart	4144016757.5	7.045612151019155
Q01995	PXD005736-Sample-1	heart	4143039124.15625	7.045509682597427
Q01105	PXD005736-Sample-1	heart	4127447244.111111	7.043872179024637
P36578	PXD005736-Sample-1	heart	4103428215.7777777	7.041337488486127
P38117	PXD005736-Sample-1	heart	4072947864.214286	7.038099499019552
Q9NZ45	PXD005736-Sample-1	heart	3972417320.0	7.027245514861473
Q00325	PXD005736-Sample-1	heart	3958276138.68421	7.025696736421404
O14979	PXD005736-Sample-1	heart	3929769668.5238094	7.022557744359754
P05388	PXD005736-Sample-1	heart	3906580934.769231	7.019987474340854
P38646	PXD005736-Sample-1	heart	3900687667.907895	7.0193318253822685
P08559	PXD005736-Sample-1	heart	3867000409.613637	7.01556486616215
P00505	PXD005736-Sample-1	heart	3838671302.075	7.012371574007611
CONTAMINANT_Q3SX09	PXD005736-Sample-1	heart	3808583094.25	7.008954083394572
P62857	PXD005736-Sample-1	heart	3806924450.0	7.008764906231416
P31943	PXD005736-Sample-1	heart	3742538806.736842	7.00135696036502
P62861	PXD005736-Sample-1	heart	3713671342.6666665	6.997994114430771
P62826	PXD005736-Sample-1	heart	3705500654.45	6.997037542392322
P19367	PXD005736-Sample-1	heart	3689485013.0	6.995156398629915
Q13162	PXD005736-Sample-1	heart	3632453415.0	6.988390701410571
CONTAMINANT_Q3ZBS7	PXD005736-Sample-1	heart	3628451176.3125	6.987911931766538
P10606	PXD005736-Sample-1	heart	3615665959.375	6.9863789485673085
P52565	PXD005736-Sample-1	heart	3597620698.333333	6.984206021296936
Q9NPC6	PXD005736-Sample-1	heart	3581917556.75	6.98230623376996
Q00839	PXD005736-Sample-1	heart	3553163063.696969	6.978805786912137
P62318	PXD005736-Sample-1	heart	3552028580.0	6.978667099586503
P62269	PXD005736-Sample-1	heart	3545177291.555556	6.977828606877265
Q2UY09	PXD005736-Sample-1	heart	3536571171.7586207	6.976773050555909
P62244	PXD005736-Sample-1	heart	3519384848.2777777	6.974657408057213
Q13423	PXD005736-Sample-1	heart	3483551064.784091	6.970212829252642
P83731	PXD005736-Sample-1	heart	3479218888.4444447	6.969672400505358
P07942	PXD005736-Sample-1	heart	3462359581.188406	6.96756281734963
P05023	PXD005736-Sample-1	heart	3453361492.9444447	6.966432690140826
P07237	PXD005736-Sample-1	heart	3408091473.1285715	6.960701890795313
Q99497	PXD005736-Sample-1	heart	3373012045.0416665	6.956208540145839
P39019	PXD005736-Sample-1	heart	3370297354.4	6.955858867556431
O43852	PXD005736-Sample-1	heart	3352041015.28125	6.953499972066377
P08865	PXD005736-Sample-1	heart	3320116066.0076923	6.949343914304028
P05783	PXD005736-Sample-1	heart	3292698829.458333	6.945742657363027
Q9UHP9	PXD005736-Sample-1	heart	3290576481.25	6.9454626374325255
P31930	PXD005736-Sample-1	heart	3281010884.125	6.944198319163433
P63104	PXD005736-Sample-1	heart	3268196688.25	6.94249883366119
Q9H2U2	PXD005736-Sample-1	heart	3260482806.847826	6.941472562517545
P62241	PXD005736-Sample-1	heart	3251605742.5	6.940288529953943
P46777	PXD005736-Sample-1	heart	3238842683.7272725	6.938580502163622
O15347	PXD005736-Sample-1	heart	3224857729.428571	6.936701207774748
Q9H6N6	PXD005736-Sample-1	heart	3206381281.882353	6.934205812633332
Q13838	PXD005736-Sample-1	heart	3158984740.059524	6.927738176073094
P62913	PXD005736-Sample-1	heart	3134531046.111111	6.92436322377279
P53999	PXD005736-Sample-1	heart	3014496033.333333	6.907405364815552
Q9Y277	PXD005736-Sample-1	heart	3010249842.785714	6.906793190470874
P13639	PXD005736-Sample-1	heart	2987037848.811111	6.90343137367856
Q02543	PXD005736-Sample-1	heart	2973225394.555556	6.901418481576867
P15880	PXD005736-Sample-1	heart	2970234992.611111	6.900981458331775
P23246	PXD005736-Sample-1	heart	2957441594.453704	6.899106824731303
P27635	PXD005736-Sample-1	heart	2921204797.9375	6.893752653363924
P04080	PXD005736-Sample-1	heart	2907734385.0	6.891745380260408
Q07955	PXD005736-Sample-1	heart	2903811382.6153846	6.891159051385083
P50914	PXD005736-Sample-1	heart	2896243751.4166665	6.890025757904337
P09382	PXD005736-Sample-1	heart	2887482416.2222223	6.888709996290039
P18206	PXD005736-Sample-1	heart	2880255714.060811	6.887621694968952
CONTAMINANT_Q3SZR3	PXD005736-Sample-1	heart	2878216403.454545	6.887314092062438
P67936	PXD005736-Sample-1	heart	2875288241.6666665	6.8868720364129405
P67809	PXD005736-Sample-1	heart	2864480285.9166665	6.885236485756871
P62829	PXD005736-Sample-1	heart	2861242247.7777777	6.88474527709716
P55072	PXD005736-Sample-1	heart	2857837593.392857	6.884228192941002
P14550	PXD005736-Sample-1	heart	2849479687.55	6.88295621354898
P11166	PXD005736-Sample-1	heart	2845787063.3846154	6.882393048874304
P09622	PXD005736-Sample-1	heart	2842753937.3863635	6.881929917815352
Q02878	PXD005736-Sample-1	heart	2836299942.79375	6.880942804291291
Q15233	PXD005736-Sample-1	heart	2802456670.5789475	6.87572955467925
P20674	PXD005736-Sample-1	heart	2800672903.9	6.875453037764356
Q9Y696	PXD005736-Sample-1	heart	2794791113.2966666	6.874540001728119
Q15084	PXD005736-Sample-1	heart	2780585279.823529	6.872326867401648
P07996	PXD005736-Sample-1	heart	2778078323.491803	6.871935133901383
O95831	PXD005736-Sample-1	heart	2774835540.5666666	6.871427896467139
Q13813	PXD005736-Sample-1	heart	2761166566.764336	6.869283254234633
P62266	PXD005736-Sample-1	heart	2751877181.5	6.867819695168954
Q16836	PXD005736-Sample-1	heart	2725626243.678571	6.863656950268444
P26641	PXD005736-Sample-1	heart	2723368115.26	6.863296996595103
Q99714	PXD005736-Sample-1	heart	2721878331.678571	6.863059356366661
P11766	PXD005736-Sample-1	heart	2706393534.375	6.860581595329744
P62753	PXD005736-Sample-1	heart	2669214348.388889	6.8545740988256725
P42766	PXD005736-Sample-1	heart	2641219809.5	6.849995193965846
P22314	PXD005736-Sample-1	heart	2617052465.076415	6.8460030772850935
Q16851	PXD005736-Sample-1	heart	2605217561.821429	6.844034645185582
P62314	PXD005736-Sample-1	heart	2604866771.25	6.843976163825218
P13804	PXD005736-Sample-1	heart	2595518196.1	6.842414725970023
P24534	PXD005736-Sample-1	heart	2588338777.8636365	6.841211766963812
P16615	PXD005736-Sample-1	heart	2530786571.4760866	6.831446169483726
P63241	PXD005736-Sample-1	heart	2528507596.5	6.831054910825664
Q12905	PXD005736-Sample-1	heart	2494769027.368421	6.825220991719928
P12956	PXD005736-Sample-1	heart	2484417773.366667	6.823415275585974
P26038	PXD005736-Sample-1	heart	2462751738.1970587	6.819611282351133
P62841	PXD005736-Sample-1	heart	2461747674.4	6.819434184402265
P47914	PXD005736-Sample-1	heart	2433903250.0	6.814493958699186
P28066	PXD005736-Sample-1	heart	2425041279.0	6.812909783638701
P17540	PXD005736-Sample-1	heart	2419817411.105263	6.811973245330705
P30046	PXD005736-Sample-1	heart	2417154651.142857	6.811495085829165
Q14112	PXD005736-Sample-1	heart	2414210332.366071	6.810965752375623
O75915	PXD005736-Sample-1	heart	2394634391.333333	6.807429863562469
P20700	PXD005736-Sample-1	heart	2382293930.7714286	6.805185992402117
P08708	PXD005736-Sample-1	heart	2381272082.8	6.804999668567881
O75306	PXD005736-Sample-1	heart	2377020361.6	6.804223550004867
CONTAMINANT_P15497	PXD005736-Sample-1	heart	2373936359.647059	6.803659720318743
P49773	PXD005736-Sample-1	heart	2373918407.4375	6.803656436079468
P46776	PXD005736-Sample-1	heart	2373820409.285714	6.803638507520965
Q15365	PXD005736-Sample-1	heart	2370840226.294117	6.803092935435656
P60660	PXD005736-Sample-1	heart	2368365984.4	6.8026394629968685
P62906	PXD005736-Sample-1	heart	2367816164.181818	6.802538629084499
Q99623	PXD005736-Sample-1	heart	2346842243.6363635	6.798674545089666
P08237	PXD005736-Sample-1	heart	2341836268.9117646	6.7977471758875705
P12277	PXD005736-Sample-1	heart	2334629867.503125	6.796408685346986
P53597	PXD005736-Sample-1	heart	2300603450.0	6.790032414812922
Q5TEC6	PXD005736-Sample-1	heart	2281655174.0	6.786440658306603
O00151	PXD005736-Sample-1	heart	2281513810.075	6.78641375000108
P68036	PXD005736-Sample-1	heart	2259867019.714286	6.782273532232129
P52926	PXD005736-Sample-1	heart	2255937617.0	6.781517734103567
Q9UHQ9	PXD005736-Sample-1	heart	2252313410.428571	6.7808194707439
P23526	PXD005736-Sample-1	heart	2230768440.7272725	6.776645139870032
P36957	PXD005736-Sample-1	heart	2230327190.357143	6.776559227073106
Q07021	PXD005736-Sample-1	heart	2218912994.5	6.774330921589403
P55209	PXD005736-Sample-1	heart	2213659408.3076925	6.773301449601336
P05026	PXD005736-Sample-1	heart	2209788436.733333	6.772541344777052
P61247	PXD005736-Sample-1	heart	2203627463.058824	6.771328824285536
P62316	PXD005736-Sample-1	heart	2199266630.0	6.770468532707675
P50395	PXD005736-Sample-1	heart	2194703070.2222223	6.769566419276237
Q04760	PXD005736-Sample-1	heart	2194248700.818182	6.769476497975699
Q6NZI2	PXD005736-Sample-1	heart	2182396064.1538463	6.767124217834176
P62280	PXD005736-Sample-1	heart	2178831201.2	6.766414233896075
P63220	PXD005736-Sample-1	heart	2161033322.8	6.7628521117749525
P61254	PXD005736-Sample-1	heart	2158954779.583333	6.762434193994782
P05141	PXD005736-Sample-1	heart	2154652871.9736843	6.761567960666749
P12236	PXD005736-Sample-1	heart	2148262801.25	6.760278056469158
P30050	PXD005736-Sample-1	heart	2131994964.4444444	6.7569768226825495
P09972	PXD005736-Sample-1	heart	2123965588.136364	6.755338124241662
P13533	PXD005736-Sample-1	heart	2121766692.920792	6.754888275744125
P14543	PXD005736-Sample-1	heart	2121756566.1630435	6.754886202940588
P47985	PXD005736-Sample-1	heart	2119753661.5714283	6.75447604220544
P21810	PXD005736-Sample-1	heart	2111731887.764706	6.752829426031469
P35580	PXD005736-Sample-1	heart	2105369743.6732676	6.75151902547216
P50213	PXD005736-Sample-1	heart	2101452867.2175	6.750710301891475
Q13263	PXD005736-Sample-1	heart	2083230909.392857	6.74692805875276
P46778	PXD005736-Sample-1	heart	2080166242.857143	6.746288692409817
P01834	PXD005736-Sample-1	heart	2073899770.0	6.744978411524153
P19338	PXD005736-Sample-1	heart	2043966424.7941177	6.738664405671044
Q15582	PXD005736-Sample-1	heart	2030445512.0666664	6.735781987577772
P00568	PXD005736-Sample-1	heart	2027374636.7727275	6.735124657089748
P35637	PXD005736-Sample-1	heart	2019425447.9615383	6.733418472843288
Q71UM5	PXD005736-Sample-1	heart	2017802192.5	6.733069237679738
P60842	PXD005736-Sample-1	heart	2014071724.7272727	6.732265580589168
Q01082	PXD005736-Sample-1	heart	1976209690.323741	6.724023672608556
P63244	PXD005736-Sample-1	heart	1975056696.05	6.7237702151010135
Q9UBQ7	PXD005736-Sample-1	heart	1965189276.266667	6.721595033677824
CONTAMINANT_Q0IIK2	PXD005736-Sample-1	heart	1929749856.973256	6.71369166549982
O75947	PXD005736-Sample-1	heart	1924789977.13	6.712573996606307
P13010	PXD005736-Sample-1	heart	1921791332.1447368	6.711896878339781
P52272	PXD005736-Sample-1	heart	1921131997.8369565	6.711747853636542
P29692	PXD005736-Sample-1	heart	1894758381.0666664	6.705744484839032
P62081	PXD005736-Sample-1	heart	1894623393.090909	6.705713543362816
P14923	PXD005736-Sample-1	heart	1890074753.9534883	6.704669629289914
P49720	PXD005736-Sample-1	heart	1874515737.9055555	6.7010797390731405
P51572	PXD005736-Sample-1	heart	1856849547.8666663	6.696967364330966
Q9Y235	PXD005736-Sample-1	heart	1842565367.6666667	6.693613552114419
P04083	PXD005736-Sample-1	heart	1840063992.7105265	6.69302357500764
P07858	PXD005736-Sample-1	heart	1838767463.1875	6.692717458433648
P10515	PXD005736-Sample-1	heart	1829858578.3125	6.690608174411316
P14866	PXD005736-Sample-1	heart	1827862199.857143	6.690134099824639
Q16698	PXD005736-Sample-1	heart	1827788836.4318185	6.690116668548797
P84098	PXD005736-Sample-1	heart	1824221953.0	6.6892683258828445
P55854	PXD005736-Sample-1	heart	1817441629.0	6.687651119551151
Q9Y3U8	PXD005736-Sample-1	heart	1817164135.0	6.687584804731321
P13667	PXD005736-Sample-1	heart	1817062461.9473684	6.687560504625344
P62854	PXD005736-Sample-1	heart	1816327094.8	6.687384709603286
P20962	PXD005736-Sample-1	heart	1800576532.3333333	6.683602233590104
P28331	PXD005736-Sample-1	heart	1791963956.7236843	6.6815199181704905
Q702N8	PXD005736-Sample-1	heart	1774328293.7610526	6.677224626027304
P68402	PXD005736-Sample-1	heart	1771714376.75	6.676584357398217
P07108	PXD005736-Sample-1	heart	1770505961.3125	6.676288041457013
P0DPI2	PXD005736-Sample-1	heart	1766217928.3214283	6.675234936924762
P40429	PXD005736-Sample-1	heart	1764466915.5555556	6.674804167667276
Q05639	PXD005736-Sample-1	heart	1743261777.4210527	6.669553256052815
P26678	PXD005736-Sample-1	heart	1740077705.0	6.668759290678745
Q8WZ42	PXD005736-Sample-1	heart	1736719256.9739168	6.667920267914351
P50502	PXD005736-Sample-1	heart	1733841857.1538465	6.667200131250958
P06737	PXD005736-Sample-1	heart	1730739264.4127452	6.666422294496691
P25398	PXD005736-Sample-1	heart	1724703393.2142856	6.664905065891967
Q14192	PXD005736-Sample-1	heart	1721253725.4444444	6.664035541329866
P49753	PXD005736-Sample-1	heart	1719066174.451613	6.663483243008344
Q92841	PXD005736-Sample-1	heart	1717405069.442857	6.663063388602966
